,make,model,variant,cc,seating_capacity,fuel_type,local_code
5636,PORSCHE,CAYENNE,COUPE PLATINUM EDITION 4 STR,2995,4,Petrol,46488
5637,PORSCHE,CAYENNE,E HYBRID PLATINUM EDITION,2995,5,Petrol,46490
5638,PORSCHE,CAYENNE,COUPE E HYBRID PLATINUM EDITION,2995,5,Petrol,46489
5639,PORSCHE,CAYENNE,PLATINUM EDITION.,2995,5,Petrol,46492
5640,TATA MOTORS LTD,PUNCH,KAZIRANGA CREATIVE MT,1199,5,Petrol,46647
5641,TATA MOTORS LTD,PUNCH,KAZIRANGA CREATIVE IRA PACK MT,1199,5,Petrol,46644
5642,TATA MOTORS LTD,PUNCH,KAZIRANGA CREATIVE AMT,1199,5,Petrol,46645
5643,TATA MOTORS LTD,PUNCH,KAZIRANGA CREATIVE IRA PACK AMT,1199,5,Petrol,46646
5644,HONDA,BRIO,VX MT,1198,5,Petrol,27383
5645,MARUTI,WAGON R,1.2 ZXI PLUS,1197,5,Petrol,46652
5646,TATA MOTORS LTD,SAFARI,XTA PLUS DARK EDITION AMT 7 STR,1956,7,Diesel,46445
5647,TATA MOTORS LTD,SAFARI,XZ PLUS DARK EDITION 6 STR,1956,6,Diesel,46447
5648,TATA MOTORS LTD,SAFARI,XZA PLUS DARK EDITION AMT 7 STR,1956,7,Diesel,46448
5649,TATA MOTORS LTD,SAFARI,XT PLUS DARK EDITION 7 STR,1956,7,Diesel,46444
5650,TATA MOTORS LTD,SAFARI,XZ PLUS DARK EDITION 7 STR,1956,7,Diesel,46446
5651,TATA MOTORS LTD,SAFARI,XZA PLUS DARK EDITION AMT 6 STR,1956,6,Diesel,46449
5652,KIA,CARENS,1.5 PREMIUM PETROL 7 STR,1497,7,Petrol,46563
5653,KIA,CARENS,1.4 LUXURY PLUS PETROL 7 STR,1353,7,Petrol,46570
5654,KIA,CARENS,1.4 LUXURY PLUS DCT PETROL 6 STR,1353,6,Petrol,46572
5655,KIA,CARENS,1.5 PRESTIGE PETROL 7 STR,1497,7,Petrol,46564
5656,KIA,CARENS,1.4 PRESTIGE PLUS DCT PETROL 7 STR,1353,7,Petrol,46568
5657,KIA,CARENS,1.4 LUXURY PETROL 7 STR,1353,7,Petrol,46569
5658,KIA,CARENS,1.4 LUXURY PLUS DCT PETROL 7 STR,1353,7,Petrol,46571
5659,KIA,CARENS,1.4 PRESTIGE PLUS PETROL 7 STR,1353,7,Petrol,46567
5660,KIA,CARENS,1.4 PRESTIGE PETROL 7 STR,1353,7,Petrol,46566
5661,KIA,CARENS,1.4 LUXURY PLUS PETROL 6 STR,1353,6,Petrol,46573
5662,KIA,CARENS,1.4 PREMIUM PETROL 7 STR,1353,7,Petrol,46565
5663,SKODA,SLAVIA,1.0 TSI AMBITION AT,999,5,Petrol,46661
5664,SKODA,SLAVIA,1.0 TSI STYLE MT ( NON SUNROOF ),999,5,Petrol,46662
5665,SKODA,SLAVIA,1.0 TSI STYLE MT,999,5,Petrol,46663
5666,MAHINDRA.,XUV 700,AX 7 AT LUXURY PACK PETROL 7 STR,1997,7,Petrol,45769
5667,SKODA,SLAVIA,1.0 TSI ACTIVE MT,999,5,Petrol,46659
5668,SKODA,SLAVIA,1.0 TSI STYLE AT,999,5,Petrol,46664
5669,SKODA,SLAVIA,1.0 TSI AMBITION MT,999,5,Petrol,46660
5670,MAHINDRA.,XUV 300,W8 PETROL,1197,5,Petrol,40662
5671,VOLKSWAGEN,TIGUAN,2.0 ELEGANCE TSI DSG (AT),1984,5,Petrol,46273
5672,BYD,E6,,1451,5,Electric,46286
5673,SKODA,RAPID,1.0 TSI ACTIVE AT,999,5,Petrol,46456
5674,AUDI,E TRON,SPORTBACK 55,4000,5,Electric,45354
5675,AUDI,E TRON,QUATTRO 55,4000,5,Electric,45353
5676,AUDI,E TRON,QUATTRO 50,4000,5,Electric,45352
5677,AUDI,E TRON,GT S,4000,5,Electric,45735
5678,AUDI,E TRON,GT RS,4000,5,Electric,45734
5679,TATA MOTORS LTD,TIAGO,XE CNG,1199,5,CNG,46403
5680,TATA MOTORS LTD,TIAGO,XZ PLUS CNG,1199,5,CNG,46406
5681,TATA MOTORS LTD,TIAGO,XZ PLUS DUAL TONE CNG,1199,5,CNG,46407
5682,TATA MOTORS LTD,TIAGO,XM CNG,1199,5,CNG,46404
5683,TATA MOTORS LTD,TIAGO,XT CNG,1199,5,CNG,46405
5684,SKODA,KODIAQ,SPORTLINE AT PETROL,1984,7,Petrol,46359
5685,SKODA,KODIAQ,L&K AT PETROL,1984,7,Petrol,46360
5686,SKODA,KODIAQ,STYLE AT PETROL,1984,7,Petrol,46358
5687,BMW,X3,xDRIVE 30i SPORTX PLUS,1998,5,Petrol,46461
5688,BMW,X3,xDRIVE 30i M SPORT,1998,5,Petrol,46462
5689,MAHINDRA.,XUV 300,W8,1497,5,Diesel,40410
5690,AUDI,A4,40 TFSI PREMIUM,1984,5,Petrol,46347
5691,TOYOTA KIRLOSKAR,FORTUNER,2.8 4x4 AT,2755,7,Diesel,33503
5692,MAHINDRA,SCORPIO,CRDE DLX 8 SEATER,2609,8,Diesel,32787
5693,TATA MOTORS LTD,TIGOR,REVOTORQ XE,1047,5,Diesel,36227
5694,PORSCHE,TAYCAN,,4000,5,Electric,46177
5695,MAHINDRA.,XUV 300,W8 (O) AMT DUAL TONE PETROL,1197,5,Petrol,46385
5696,MORRIS GARAGES,ASTOR,1.5 SHARP (O) CVT SANGRIA,1498,5,Petrol,46621
5697,MORRIS GARAGES,ASTOR,1.5 SHARP (O) CVT IVORY,1498,5,Petrol,46620
5698,LINCOLN,NAVIGATOR,4X4,3496,8,Petrol,46625
5699,TATA MOTORS LTD,TIGOR,REVOTORQ XZ(O),1047,5,Diesel,36229
5700,TATA MOTORS LTD,TIGOR,REVOTRON XE,1199,5,Petrol,36223
5701,TATA MOTORS LTD,TIGOR,REVOTRON XZ,1199,5,Petrol,36225
5702,AUDI,AUDI Q7,55 TFSI TECHNOLOGY,2995,7,Petrol,46506
5703,AUDI,AUDI Q7,55 TFSI PREMIUM PLUS,2995,7,Petrol,46505
5704,MAHINDRA.,XUV 700,AX 7 MT LUXURY PACK DIESEL 7 STR,2184,7,Diesel,46307
5705,MAHINDRA.,XUV 700,AX 7 AT AWD LUXURY PACK DIESEL 7 STR,2184,7,Diesel,46306
5706,KIA,SONET,1.5 GTX PLUS AT DUAL TONE DIESEL,1493,5,Diesel,46387
5707,TATA MOTORS LTD,TIGOR,XZ PLUS CNG,1199,5,CNG,46396
5708,TATA MOTORS LTD,TIGOR,XZ PLUS DUAL TONE CNG,1199,5,CNG,46397
5709,TATA MOTORS LTD,TIGOR,XZ CNG,1199,5,CNG,46395
5710,TATA MOTORS LTD,TIGOR,REVOTRON XZ(O),1199,5,Petrol,36226
5711,TATA MOTORS LTD,TIGOR,REVOTRON XT,1199,5,Petrol,36224
5712,FORD,IKON,1.3 IRIS,1299,5,Petrol,46464
5713,MAHINDRA.,KUV 100,TRIP 5 STR CNG,1198,5,CNG,43202
5714,HYUNDAI,SANTRO ,SANTRO L,1086,5,Petrol,109
5715,HYUNDAI,ACCENT ,ACCENT GVS,1495,5,Petrol,122
5716,HYUNDAI,ACCENT ,ACCENT GLX,1495,5,Petrol,124
5717,HYUNDAI,ACCENT ,ACCENT VIVA,1599,5,Petrol,125
5718,HYUNDAI,ACCENT ,ACCENT TORNADO,1599,5,Petrol,126
5719,HYUNDAI,ACCENT ,ACCENT CRDI,1493,5,Diesel,127
5720,HYUNDAI,SONATA ,SONATA GLS,1997,5,Petrol,128
5721,HYUNDAI,SONATA ,SONATA GOLD,1997,5,Diesel,129
5722,HYUNDAI,SONATA ,SONATA 2.7 V6,2657,5,Petrol,131
5723,Tata Motors,SAFARI ,SAFARI LX (4X2),1948,8,Diesel,140
5724,Tata Motors,SAFARI ,SAFARI LX (4X4),1948,8,Diesel,141
5725,Tata Motors,SAFARI ,SAFARI EX (4X2),1948,8,Diesel,142
5726,Tata Motors,SAFARI ,SAFARI EX (4X4),1948,8,Diesel,143
5727,Tata Motors,INDICA ,INDICA LEI  E-2,1405,5,Petrol,144
5728,Tata Motors,INDICA ,INDICA LSI  E-2,1405,5,Petrol,145
5729,Tata Motors,INDICA ,INDICA LXI  E-2,1405,5,Petrol,146
5730,FORD,IKON ,IKON 1.3 CLXI,1299,5,Petrol,156
5731,FORD,IKON ,IKON 1.6 ZXI,1597,5,Petrol,158
5732,FORD,IKON ,IKON 1.8 ZXI (DIESEL),1753,5,Diesel,160
5733,FORD,IKON ,IKON 1.8 SXI (DIESEL),1753,5,Diesel,165
5734,FIAT,PALIO ,PALIO 1.2 EL,1242,5,Petrol,169
5735,FIAT,PALIO ,PALIO 1.6 GTX PS,1596,5,Petrol,172
5736,FIAT,PALIO ,PALIO 1.2 SPORTS,1242,5,Petrol,174
5737,FIAT,SIENA1.6 ,SIENA1.6 EL PS,1596,5,Petrol,178
5738,GENERAL MOTORS,OPEL ,OPEL CORSA - 1.4  GLS  PETROL,1389,5,Petrol,189
5739,GENERAL MOTORS,CORSA ,CORSA SAIL 1.4,1389,5,Petrol,194
5740,GENERAL MOTORS,CORSA ,CORSA SAIL 1.6,1598,5,Petrol,195
5741,HONDA,CITY ,CITY 1.3 DX,1343,5,Petrol,201
5742,HONDA,CITY ,CITY 1.3 EXI,1343,5,Petrol,202
5743,HONDA,CITY ,CITY 1.5 EXI,1497,5,Petrol,203
5744,HONDA,ACCORD ,ACCORD VTI L MT,2354,5,Petrol,209
5745,HONDA,ACCORD ,ACCORD VTI L AT,2354,5,Petrol,210
5746,Mitsubishi,LANCER ,LANCER GLXI (PETROL),1468,5,Petrol,213
5747,Mitsubishi,LANCER ,LANCER GLXD (DIESEL),1998,5,Diesel,214
5748,Mitsubishi,LANCER ,LANCER SLXI (PETROL),1468,5,Petrol,216
5749,Mitsubishi,LANCER ,LANCER SLXD (DIESEL ),1998,5,Diesel,217
5750,Mitsubishi,LANCER ,LANCER SFXI (PETROL),1468,5,Petrol,218
5751,Mitsubishi,LANCER ,LANCER SFXD (DIESEL),1998,5,Diesel,219
5752,Mitsubishi,LANCER ,LANCER LEI (PETROL) LUXURY ED,1468,5,Petrol,220
5753,SKODA,OCTAVIA-AMBIENTE ,OCTAVIA-AMBIENTE 1.9 TDI,1896,5,Diesel,234
5754,TOYOTA,COROLLA ,COROLLA H 1,1794,5,Petrol,236
5755,TOYOTA,CAMRY ,CAMRY V1,2362,5,Petrol,240
5756,TOYOTA,CAMRY ,CAMRY V3,2362,5,Petrol,241
5757,CHEVROLET,OPTRA ,OPTRA 1.8,1799,5,Petrol,257
5758,CHEVROLET,OPTRA ,OPTRA 1.8 LS,1799,5,Petrol,258
5759,CHEVROLET,OPTRA ,OPTRA 1.8 LT,1799,5,Petrol,259
5760,CHEVROLET,FORESTER,FORESTER,1994,7,Diesel,260
5761,HYUNDAI,SANTRO ,SANTRO LP (990 CC),990,5,Petrol,281
5762,HYUNDAI,SANTRO ,SANTRO L (999 CC),999,5,Petrol,282
5763,HYUNDAI,SANTRO ,SANTRO LE (999 CC),999,5,Petrol,283
5764,HYUNDAI,SANTRO ,SANTRO LS (999 CC),999,5,Petrol,284
5765,TOYOTA,COROLLA ,COROLLA H4 1.8,1794,5,Petrol,387
5766,FORD,IKON ,IKON 1.6 EXI,1597,5,Petrol,593
5767,CHEVROLET,OPTRA ,OPTRA 1.6 LS,1599,5,Petrol,604
5768,MARUTI,800 ,800 DX,796,5,Petrol,629
5769,HONDA,ACCORD ,ACCORD 2.4 VTI L (IVTEC) AT,2354,5,Petrol,636
5770,HONDA,ACCORD ,ACCORD 2.4 VTIL (IVTEC) MT,2354,5,Petrol,655
5771,HYUNDAI,SANTRO ,SANTRO GS (990 CC),990,5,Petrol,665
5772,HYUNDAI,SANTRO ,SANTRO DX2,999,5,Petrol,666
5773,MARUTI,BALENO ,BALENO VXI,1590,5,Petrol,669
5774,MARUTI,BALENO ,BALENO LXI,1590,5,Petrol,670
5775,HYUNDAI,SONATA ,SONATA S20,1997,5,Diesel,678
5776,TOYOTA,COROLLA ,COROLLA H5,1794,5,Petrol,683
5777,MARUTI,WAGON ,WAGON R VX,1061,5,Petrol,684
5778,HONDA,CR-V ,CR-V AT,2354,5,Petrol,685
5779,Mitsubishi,LANCER ,LANCER 1.8  XL  INVEX,1834,5,Petrol,705
5780,MARUTI,MARUTI ,MARUTI 1000,1000,5,Petrol,710
5781,FORD,IKON ,IKON 1.6 CLXI,1597,5,Petrol,718
5782,FIAT,PALIO ,PALIO 1.9 D EL PS,1910,5,Petrol,722
5783,FIAT,PALIO ,PALIO 1.2 ELX NV,1242,5,Petrol,726
5784,HONDA,ACCORD ,ACCORD V6 AT,2997,5,Petrol,728
5785,FIAT,PALIO ,PALIO 1.2 SPORTS NV,1242,5,Petrol,730
5786,HYUNDAI,ACCENT ,ACCENT CRDI (VIVA),1493,5,Diesel,733
5787,GENERAL MOTORS,OPEL ,OPEL CORSA 1.6 GSI,1598,5,Petrol,734
5788,Mitsubishi,LANCER ,LANCER GLX,1468,5,Petrol,737
5789,HYUNDAI,ELANTRA ,ELANTRA GT,1795,5,Petrol,741
5790,HYUNDAI,ELANTRA ,ELANTRA GLS,1795,5,Petrol,742
5791,HYUNDAI,ELANTRA ,ELANTRA CRDI,1991,5,Diesel,743
5792,FIAT,PALIO ,PALIO S - 10,1910,5,Petrol,750
5793,HYUNDAI,SANTRO ,SANTRO DX 1,999,5,Petrol,754
5794,FIAT,SIENA ,SIENA 1.2 ELX,1242,5,Petrol,782
5795,FORD,IKON ,IKON 1.3 EXI,1299,5,Petrol,792
5796,HYUNDAI,ACCENT ,ACCENT DLS,1527,5,Diesel,812
5797,SKODA,OCTAVIA ,OCTAVIA  RIDER 1.9 TDI,1896,5,Diesel,823
5798,FIAT,UNO ,UNO 1.2 EL,1242,5,Petrol,848
5799,FIAT,UNO ,UNO 1.2  ELX,1242,5,Petrol,850
5800,MARUTI,ALTO ,ALTO VX,1061,5,Petrol,854
5801,HONDA,CITY ,CITY  1.3  LXI,1343,5,Petrol,864
5802,FIAT,PREMIER ,PREMIER 118 NE,1089,5,Petrol,896
5803,HYUNDAI,ACCENT ,ACCENT GTX,1599,5,Petrol,916
5804,Mitsubishi,LANCER ,LANCER GLI  LX,1468,5,Petrol,931
5805,Tata Motors,SAFARI ,SAFARI EXI  (4X2),2092,8,Diesel,939
5806,Tata Motors,SAFARI ,SAFARI EXI  (4X4),2092,8,Diesel,940
5807,SKODA,OCTAVIA-AMBIENTE ,OCTAVIA-AMBIENTE 2.0 MPI,1984,5,Petrol,943
5808,SKODA,OCTAVIA-ELEGANCE ,OCTAVIA-ELEGANCE 2.0 MPI,1984,5,Petrol,944
5809,SKODA,OCTAVIA ,OCTAVIA RIDER 2.0 MPI,1984,5,Petrol,945
5810,HYUNDAI,ACCENT ,ACCENT GLS 1.5,1495,5,Petrol,952
5811,FORD,IKON ,IKON 1.8 EXI,1753,5,Petrol,954
5812,MARUTI,ESTEEM ,ESTEEM D-NEW,1527,5,Petrol,959
5813,FORD,IKON ,IKON 1.3 FLAIR,1299,5,Petrol,961
5814,FIAT,PALIO ,PALIO 1.2 NV EL,1242,5,Petrol,964
5815,TOYOTA,LAND ,LAND  CRUISER,4200,5,Diesel,1035
5816,HYUNDAI,GETZ ,GETZ GL,1341,5,Petrol,1037
5817,HYUNDAI,GETZ ,GETZ GLS,1341,5,Petrol,1038
5818,NISSAN,X ,X -TRAIL COMFORT,2184,5,Diesel,1056
5819,NISSAN,X ,X TRAIL  ELEGANCE,2184,5,Diesel,1057
5820,Mitsubishi,LANCER ,LANCER 1.8 LE  INVEX,1834,5,Petrol,1071
5821,SKODA,OCTAVIA-ELEGANCE ,OCTAVIA-ELEGANCE 1.9 TDI (AT),1984,5,Diesel,1077
5822,FORD,IKON ,IKON 1.3 LXI,1299,5,Petrol,1081
5823,SKODA,OCTAVIA ,OCTAVIA RIDER 1.8 TPI,1781,5,Petrol,1103
5824,MARUTI,800 ,800 EX,796,5,Petrol,1105
5825,TOYOTA,CAMRY ,CAMRY V4  MT,2362,5,Petrol,1120
5826,TOYOTA,CAMRY ,CAMRY V6  AT,2362,5,Petrol,1121
5827,GENERAL MOTORS,CORSA ,CORSA 1.4 SWING,1399,5,Petrol,1127
5828,Mitsubishi,LANCER ,LANCER SLXD  LE,1998,5,Diesel,1131
5829,Tata Motors,INDICA ,INDICA LI  E-2,1405,5,Petrol,1175
5830,FIAT,UNO ,UNO TREND 1.2,1242,5,Petrol,1186
5831,HONDA,CRV ,CRV RVI MT,2354,5,Petrol,1212
5832,HONDA,CRV ,CRV RVI AT,2354,5,Petrol,1239
5833,FIAT,SIENA ,SIENA 1.2 EL,1242,5,Petrol,1240
5834,FIAT,PREMIER ,PREMIER PADMINI,1089,5,Petrol,1244
5835,FIAT,PETRA ,PETRA 1.9 EL PS,1910,5,Petrol,1252
5836,TOYOTA,CAMRY ,CAMRY ACV30R,2362,5,Petrol,1253
5837,GENERAL MOTORS,OPEL ,OPEL CORSA 1.4 GLX,1389,5,Petrol,1257
5838,GENERAL MOTORS,CORSA ,CORSA 1.6 SWING,1598,5,Petrol,1274
5839,FIAT,PEUGEOT,PEUGEOT,2000,5,Petrol,1298
5840,TOYOTA,CORSA,CORSA,2000,5,Diesel,1303
5841,FIAT,PETRA ,PETRA 1.6 EL PS,1596,5,Petrol,1305
5842,FIAT,SIENA ,SIENA 1.6 ELX,1596,5,Petrol,1321
5843,Mitsubishi,LANCER ,LANCER LXI 1.5,1468,5,Petrol,1417
5844,Mitsubishi,LANCER ,LANCER LXD 2.0,1998,5,Diesel,1420
5845,Mitsubishi,LANCER ,LANCER LED 2.0,1998,5,Diesel,1422
5846,PREMIER,SIGMA ,SIGMA EX,2000,8,Diesel,1431
5847,PREMIER,SIGMA ,SIGMA DX,2000,8,Diesel,1432
5848,FORD,IKON ,IKON 1.6 RALLY SPORT,1597,5,Petrol,1465
5849,FIAT,PETRA ,PETRA 1.9 ELX PS,1910,5,Petrol,1477
5850,Tata Motors,SAFARI ,SAFARI LE (4X2),1948,8,Diesel,1479
5851,Tata Motors,SAFARI ,SAFARI LE (4X4),1948,8,Diesel,1480
5852,TOYOTA,COROLLA ,COROLLA LE HOUSTON TX,1794,5,Petrol,1537
5853,FIAT,SIENA ,SIENA 1.7 TURBO,1697,5,Petrol,1538
5854,MARUTI,ALTO ,ALTO AX,796,5,Petrol,1557
5855,Tata Motors,SAFARI ,SAFARI LX (4X2) 7STR,1948,7,Diesel,1590
5856,SAN MOTORS,STORM,STORM,1149,5,Petrol,1592
5857,MARUTI,GYPSY ,GYPSY ST,1525,8,Petrol,1595
5858,MARUTI,GYPSY ,GYPSY HT,1298,5,Petrol,1596
5859,CHEVROLET,OPTRA ,OPTRA 1.6 BASE,1599,5,Petrol,1597
5860,Tata Motors,INDICA ,INDICA LEI  E-3,1405,5,Petrol,1618
5861,Tata Motors,INDICA ,INDICA LI  E-3,1405,5,Petrol,1619
5862,Tata Motors,INDICA ,INDICA LSI  E-3,1405,5,Petrol,1620
5863,Tata Motors,INDICA ,INDICA LXI  E-3,1405,5,Petrol,1621
5864,MARUTI,ZEN,ZEN,993,5,Petrol,1694
5865,GENERAL MOTORS,OPEL ,OPEL CORSA 1.4 GSI,1389,5,Petrol,1696
5866,MARUTI,SWIFT ,SWIFT LXI,1298,5,Petrol,1706
5867,MARUTI,SWIFT ,SWIFT VXI,1298,5,Petrol,1707
5868,MARUTI,SWIFT ,SWIFT ZXI,1298,5,Petrol,1708
5869,HYUNDAI,ACCENT ,ACCENT GLE E-3,1495,5,Petrol,1735
5870,FIAT,PETRA ,PETRA 1.6 ELX,1596,5,Petrol,1741
5871,FIAT,PALIO ,PALIO 1.9 D ELX,1898,5,Petrol,1750
5872,Mitsubishi,LANCER ,LANCER LXI 1.8 E-3,1834,5,Petrol,1769
5873,NISSAN,NISSAN ,NISSAN SUNNY,2000,5,Petrol,1784
5874,Tata Motors,SAFARI ,SAFARI EX (4X2) 7STR E-3,1948,7,Diesel,1789
5875,Tata Motors,SAFARI ,SAFARI EX (4X4) 7STR E-3,1948,7,Diesel,1790
5876,Tata Motors,SAFARI ,SAFARI EXI (4X2) 7STR E-3,2092,7,Diesel,1791
5877,Tata Motors,SAFARI ,SAFARI EXI (4X4) 7STR E-3,2092,7,Diesel,1792
5878,TOYOTA,TOYOTA ,TOYOTA CROWN,2000,5,Diesel,1796
5879,Mitsubishi,LANCER ,LANCER 1.8 SFX INVEX,1834,5,Petrol,1823
5880,Tata Motors,SAFARI ,SAFARI DICOR LX  2WD,2956,7,Diesel,1831
5881,Tata Motors,SAFARI ,SAFARI DICOR EX  2WD,2956,7,Diesel,1832
5882,Tata Motors,SAFARI ,SAFARI DICOR VX  2WD,2956,7,Diesel,1833
5883,Tata Motors,SAFARI ,SAFARI DICOR LX  4WD,2956,7,Diesel,1834
5884,Tata Motors,SAFARI ,SAFARI DICOR EX  4WD,2956,7,Diesel,1835
5885,Tata Motors,SAFARI ,SAFARI DICOR VX  4WD,2956,7,Diesel,1836
5886,HYUNDAI,SONATA ,SONATA EMBERA MT,2359,5,Petrol,1858
5887,HYUNDAI,SONATA ,SONATA EMBERA AT,2359,5,Petrol,1859
5888,HYUNDAI,GETZ ,GETZ GLE,1341,5,Petrol,1882
5889,HYUNDAI,GETZ ,GETZ GLX,1341,5,Petrol,1883
5890,HYUNDAI,GETZ ,GETZ GVS,1341,5,Petrol,1884
5891,HONDA,CRV ,CRV RVSI AT,2354,5,Petrol,1885
5892,FIAT,PALIO ,PALIO NV SPORTS 1.6,1596,5,Petrol,1921
5893,SKODA,OCTAVIA ,OCTAVIA RS BLITZ 1.8 TPI COMBI,1781,5,Petrol,1965
5894,SKODA,OCTAVIA ,OCTAVIA L & K 1.9 TDI COMBI,1896,5,Diesel,1966
5895,HONDA,NEW ,NEW CITY  ZX GXI,1497,5,Petrol,1976
5896,HONDA,NEW ,NEW CITY  ZX CVT,1497,5,Petrol,1977
5897,FORD,FIESTA ,FIESTA 1.4 DURA EXI,1388,5,Petrol,2015
5898,FORD,FIESTA ,FIESTA 1.6 DURA ZXI,1596,5,Petrol,2016
5899,FORD,FIESTA ,FIESTA 1.4 TDCI ZXI,1399,5,Diesel,2020
5900,HONDA,HONDA ,HONDA INTEGRA,2354,5,Petrol,2049
5901,HONDA,HONDA ,HONDA BEAT,2354,2,Petrol,2052
5902,Tata Motors,INDICA ,INDICA XETA GL-BS III,1396,5,Petrol,2145
5903,Tata Motors,INDICA ,INDICA XETA GLE-BS III,1396,5,Petrol,2146
5904,Tata Motors,INDICA ,INDICA XETA GLS-BS III,1193,5,Petrol,2147
5905,Tata Motors,INDICA ,INDICA XETA GLG-BS III,1193,5,Petrol,2148
5906,Tata Motors,INDICA ,INDICA XETA GLX-BS III,1396,5,Petrol,2149
5907,Mitsubishi,LANCER ,LANCER CEDIA ELEGANCE,1999,5,Petrol,2155
5908,Mitsubishi,LANCER ,LANCER CEDIA SPORTS,1999,5,Petrol,2156
5909,Tata Motors,SAFARI ,SAFARI LX (4X4) 7STR,1948,7,Diesel,2158
5910,Mitsubishi,LANCER ,LANCER EVOLUTION 7,1998,5,Petrol,2193
5911,CHEVROLET,CHEVROLET ,CHEVROLET CORVETTE,1598,5,Petrol,2249
5912,CHEVROLET,CHEVROLET ,CHEVROLET AVEO 1.6 LT,1598,5,Petrol,2264
5913,CHEVROLET,CHEVROLET ,CHEVROLET AVEO 1.4 LS,1399,5,Petrol,2265
5914,TOYOTA,CAMRY ,CAMRY W2,2362,5,Petrol,2270
5915,TOYOTA,CAMRY ,CAMRY W1,2362,5,Petrol,2277
5916,CHEVROLET,CHEVROLET ,CHEVROLET AVEO 1.4,1399,5,Petrol,2279
5917,SKODA,OCTAVIA ,OCTAVIA RIDER CLASSIC 1.9 TDI,1896,5,Diesel,2280
5918,FORD,FIESTA ,FIESTA 1.4 SXI,1399,5,Diesel,2436
5919,HONDA,CIVIC ,CIVIC 1.8 MT,1799,5,Petrol,2457
5920,HONDA,CIVIC ,CIVIC 1.8 AT,1799,5,Petrol,2458
5921,Mitsubishi,LANCER ,LANCER CEDIA SELECT,1999,5,Petrol,2469
5922,TOYOTA,CARINA ,CARINA 1.8,1770,5,Petrol,2483
5923,MARUTI,GYPSY ,GYPSY KING ST MPI,1298,10,Petrol,2513
5924,SKODA,OCTAVIA ,OCTAVIA L K 1.9 TDI,1896,5,Diesel,2527
5925,FIAT,ADVENTURE ,ADVENTURE SPORT 1.6,1596,5,Petrol,2529
5926,Mitsubishi,LANCER ,LANCER GL 1.8 INVEX,1834,5,Petrol,2536
5927,FORD,FIESTA ,FIESTA 1.6 SXI,1596,5,Petrol,2539
5928,Mitsubishi,LANCER ,LANCER 1.8 LX AT,1834,5,Petrol,2577
5929,FORD,FIESTA ,FIESTA 1.4 EXI DURA TORQ,1399,5,Diesel,2578
5930,Tata Motors,SAFARI ,SAFARI LX TC ICI 7 STR,1948,7,Diesel,2612
5931,TOYOTA,COROLLA ,COROLLA HE 1.8,1794,5,Petrol,2644
5932,HONDA,HONDA ,HONDA CITY 1.5,1497,5,Petrol,2705
5933,HYUNDAI,SANTRO ,SANTRO XK,1086,5,Petrol,2723
5934,NISSAN,X ,X TRAIL X PECIAL,2184,5,Diesel,2767
5935,HONDA,CR-V ,CR-V -PCV,2000,6,Petrol,2836
5936,MARUTI,WAGON ,WAGON R LXI,1061,5,Petrol,2866
5937,HONDA,ACCORD ,ACCORD MT PCV,2354,5,Petrol,2970
5938,TOYOTA,COROLLA ,COROLLA H6,1799,5,Petrol,2972
5939,HYUNDAI,VERNA ,VERNA I,1555,5,Petrol,3029
5940,HYUNDAI,VERNA ,VERNA XI,1599,5,Petrol,3030
5941,HYUNDAI,VERNA ,VERNA GL 1.5 PDI,1493,5,Petrol,3079
5942,HYUNDAI,SANTRO ,SANTRO XING XO 5STR,1086,5,Petrol,3082
5943,Tata Motors,SAFARI ,SAFARI 4X2 VXI 7STR E-3,2092,7,Petrol,3099
5944,Tata Motors,SAFARI ,SAFARI 4X4 VXI 7STR,2092,7,Petrol,3100
5945,TOYOTA,CAMARY ,CAMARY V6 AT 5STR PCV,2000,5,Petrol,3134
5946,TOYOTA,COROLLA ,COROLLA 1.8 T-5STR PCV,1798,5,Petrol,3152
5947,HONDA,CRV-RVT ,CRV-RVT AT-5STR PCV,2000,5,Petrol,3156
5948,FORD,ENDEAVOUR-XLT ,ENDEAVOUR-XLT 4/4 CLUBGEAR PCV,2000,8,Diesel,3163
5949,FORD,ENDEAVOUR-XLT ,ENDEAVOUR-XLT 4X2-8STR PCV,2000,8,Diesel,3165
5950,FORD,ENDEAVOUR-XLT ,ENDEAVOUR-XLT 4X2-7STR PCV,2499,7,Diesel,3167
5951,TOYOTA,COROLLA ,COROLLA H4 1.8-5 STR-PCV,2000,5,Petrol,3170
5952,FORD,FUSION1.6,FUSION1.6,1596,5,Diesel,3206
5953,HYUNDAI,VERNA ,VERNA XXI - PETROL,1599,5,Petrol,3222
5954,TOYOTA,COROLLA ,COROLLA HE 5STR PCV,1999,5,Petrol,3229
5955,HYUNDAI,SANTRO ,SANTRO XL,1086,5,Petrol,3277
5956,HYUNDAI,VERNA ,VERNA GLS,1599,5,Petrol,3290
5957,Tata Motors,SAFARI ,SAFARI DICOR VX  4WD 8STR,2956,8,Diesel,3295
5958,TOYOTA,COROLLA ,COROLLA H2 1.8 E,1794,5,Petrol,3302
5959,TOYOTA,TOYOTA ,TOYOTA ESTIMA -8STR-PCV,2200,8,Diesel,3314
5960,TOYOTA,COROLLA ,COROLLA H2 5STR PCV,1794,5,Petrol,3318
