,make,model,variant,cc,seating_capacity,fuel_type,local_code
8030,VOLKSWAGEN,TIGUAN ,TIGUAN 2.0 TDI HIGHLINE AT,1968,5,Diesel,23523
8031,MARUTI,CIAZ ,CIAZ 1.5 SMART HYBRID ALPHA AT,1462,5,Petrol,23531
8032,NISSAN,TERRANO ,TERRANO XE D,1461,5,Diesel,23540
8033,Tata Motors,TIAGO ,TIAGO REVOTRON XZA PLUS,1199,5,Petrol,23542
8034,HYUNDAI,I20 ,I20 MAGNA EXECUTIVE 1.2,1197,5,Petrol,23548
8035,JEEP,COMPASS ,COMPASS 2.0 TRAILHAWK 4X4 OPTION AT,1956,5,Diesel,23557
8036,M & M,SCORPIO ,SCORPIO S11 7STR 4WD,2179,7,Diesel,23578
8037,MORRIS GARAGES,HECTOR ,HECTOR 1.5 STYLE,1451,5,Petrol,23584
8038,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SUPER,1451,5,Petrol,23585
8039,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SUPER HYBRID,1451,5,Petrol,23586
8040,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SMART HYBRID,1451,5,Petrol,23587
8041,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SHARP HYBRID,1451,5,Petrol,23588
8042,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SMART DCT,1451,5,Petrol,23589
8043,MORRIS GARAGES,HECTOR ,HECTOR 1.5 SHARP DCT,1451,5,Petrol,23590
8044,MORRIS GARAGES,HECTOR ,HECTOR 2.0 STYLE,1956,5,Diesel,23591
8045,MORRIS GARAGES,HECTOR ,HECTOR 2.0 SUPER,1956,5,Diesel,23592
8046,MORRIS GARAGES,HECTOR ,HECTOR 2.0 SMART,1956,5,Diesel,23594
8047,MORRIS GARAGES,HECTOR ,HECTOR 2.0 SHARP,1956,5,Diesel,23595
8048,HYUNDAI,I10 ,I10 MAGNA 1.1 VTVT LPG,1086,5,Petrol,23599
8049,MARUTI,BALENO ,BALENO 1.2 SMART HYBRID DELTA,1197,5,Petrol,23602
8050,MARUTI,BALENO ,BALENO 1.2 SMART HYBRID ZETA,1197,5,Petrol,23603
8051,HONDA,AMAZE ,AMAZE 1.2 S I-VTEC,1199,5,Petrol,23604
8052,M & M,XUV ,XUV 300 1.5 W8 AMT,1497,5,Diesel,23608
8053,M & M,XUV ,XUV 300 1.5 W8 OPTION AMT,1497,5,Diesel,23609
8054,SKODA,KODIAQ ,KODIAQ STYLE 2.0 TDI AT 7STR,1968,7,Diesel,23613
8055,SKODA,KODIAQ ,KODIAQ L AND K 2.0 TDI AT 7STR,1968,7,Diesel,23614
8056,JEEP,COMPASS ,COMPASS SPORT PLUS 2.0 D,1956,5,Diesel,23618
8057,FORD,ENDEAVOUR ,ENDEAVOUR 2.2 TITANIUM 4X2,2198,7,Diesel,23619
8058,Tata Motors,TIGOR ,TIGOR EV XM,30,5,Electric,23627
8059,Tata Motors,TIGOR ,TIGOR EV XT,30,5,Electric,23628
8060,M & M,SCORPIO ,SCORPIO S11 8STR 4WD,2179,8,Diesel,23629
8061,HYUNDAI,KONA ,KONA ELECTRIC,100,5,Electric,23636
8062,M & M,THAR ,THAR CRDE 4X4 6STR,2498,6,Diesel,23638
8063,HONDA,AMAZE ,AMAZE 1.2 VX I VTEC,1199,5,Petrol,23642
8064,HONDA,BRV ,BRV V CVT,1497,7,Petrol,23643
8065,Renault,FLUENCE ,FLUENCE 2.0 E4,1997,5,Petrol,23645
8066,TOYOTA,HIACE ,HIACE COMMUTER VAN,3000,10,Diesel,23650
8067,DATSUN,GO ,GO T OPTION PETROL,1198,5,Petrol,23657
8068,MARUTI,ALTO ,ALTO 800 TOUR H1,796,5,Petrol,23666
8069,HONDA,AMAZE ,AMAZE 1.5 S AT I-DTEC,1498,5,Diesel,23668
8070,HONDA,AMAZE ,AMAZE 1.2 V AT I-VTEC,1199,5,Petrol,23669
8071,Tata Motors,TIGOR ,TIGOR XZA PLUS REVOTRON,1199,5,Petrol,23673
8072,HYUNDAI,VERNA ,VERNA 1.6 VTVT SX OPTION,1591,5,Petrol,23674
8073,MARUTI,CELERIO ,CELERIO X VXI AMT,998,5,Petrol,23691
8074,Tata Motors,TIAGO ,TIAGO NRG AMT,1199,5,Petrol,23693
8075,VOLKSWAGEN,POLO ,POLO CUP EDITION,999,5,Petrol,23695
8076,MARUTI,CELERIO ,CELERIO VXI AGS,998,5,Petrol,23703
8077,M & M,SUPRO ,SUPRO MINI VAN VX CNG,909,8,Diesel,23710
8078,HYUNDAI,SANTA ,SANTA FE 4WD AT,2199,7,Diesel,23717
8079,Renault,DUSTER ,DUSTER 110 PS RXS AWD OPTION,1461,5,Diesel,23724
8080,Renault,DUSTER ,DUSTER  RXS OPTION CVT,1498,5,Petrol,23725
8081,FORCE MOTOR LTD,GURKHA ,GURKHA XTREME ABS,2149,6,Diesel,23730
8082,M & M,THAR ,THAR 700 LIMITED EDITION,2498,6,Diesel,23763
8083,Tata Motors,NEXON ,NEXON XT PLUS,1198,5,Petrol,23764
8084,Tata Motors,NEXON ,NEXON XT PLUS DIESEL,1497,5,Diesel,23765
8085,VOLKSWAGEN,AMEO ,AMEO 1.0L HIGHLINE,999,5,Petrol,23770
8086,HYUNDAI,VERNA ,VERNA 1.6 CRDI SX,1582,5,Diesel,23772
8087,JEEP,COMPASS ,COMPASS SPORT 1.4L PLUS,1368,5,Petrol,23784
8088,Tata Motors,HEXA ,HEXA XM PLUS,2179,7,Diesel,23785
8089,HYUNDAI,GRAND ,GRAND I10 NIOS ASTA 1.2 CRDI,1186,5,Diesel,23786
8090,HYUNDAI,GRAND ,GRAND I10 NIOS ASTA 1.2 VTVT,1197,5,Petrol,23787
8091,HYUNDAI,GRAND ,GRAND I10 NIOS ERA 1.2 VTVT,1197,5,Petrol,23788
8092,HYUNDAI,GRAND ,GRAND I10 NIOS MAGNA 1.2 CRDI,1186,5,Diesel,23789
8093,HYUNDAI,GRAND ,GRAND I10 NIOS MAGNA 1.2 VTVT,1197,5,Petrol,23790
8094,HYUNDAI,GRAND ,GRAND I10 NIOS MAGNA 1.2 AMT VTVT,1197,5,Petrol,23791
8095,HYUNDAI,GRAND ,GRAND I10 NIOS SPORTZ 1.2 VTVT,1197,5,Petrol,23792
8096,HYUNDAI,GRAND ,GRAND I10 NIOS SPORTZ 1.2 AMT CRDI,1186,5,Diesel,23793
8097,HYUNDAI,GRAND ,GRAND I10 NIOS SPORTZ 1.2 AMT VTVT,1197,5,Petrol,23794
8098,Renault,CAPTUR ,CAPTUR PLATINE,1498,5,Petrol,23804
8099,BMW,MINI ,MINI COOPER S CLUBMAN,1998,4,Petrol,23805
8100,MARUTI,XL6 ,XL6 1.5 ZETA P,1462,6,Petrol,23806
8101,MARUTI,ERTIGA ,ERTIGA VXI CNG 7STR,1462,7,Petrol,23807
8102,MARUTI,XL6 ,XL6 1.5 ZETA AT P,1462,6,Petrol,23808
8103,MARUTI,XL6 ,XL6 1.5 ALPHA P,1462,6,Petrol,23809
8104,MARUTI,XL6 ,XL6 1.5 ALPHA AT P,1462,6,Petrol,23810
8105,MARUTI,ERTIGA ,ERTIGA TOUR M,1462,7,Petrol,23811
8106,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTE MPI,1497,5,Petrol,23812
8107,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTK MPI,1497,5,Petrol,23813
8108,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTK PLUS MPI,1497,5,Petrol,23814
8109,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTX MPI,1497,5,Petrol,23815
8110,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTX IVT MPI,1497,5,Petrol,23816
8111,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTE CRDI,1493,5,Diesel,23817
8112,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTK CRDI,1493,5,Diesel,23818
8113,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTK PLUS CRDI,1493,5,Diesel,23819
8114,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTK PLUS AT CRDI,1493,5,Diesel,23820
8115,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTX CRDI,1493,5,Diesel,23821
8116,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTX PLUS CRDI,1493,5,Diesel,23822
8117,KIA MOTORS,SELTOS ,SELTOS G 1.5 HTX PLUS AT CRDI,1493,5,Diesel,23823
8118,KIA MOTORS,SELTOS ,SELTOS G 1.4 TURBO GTK GDI,1353,5,Petrol,23824
8119,KIA MOTORS,SELTOS ,SELTOS G 1.4 TURBO GTX GDI,1353,5,Petrol,23825
8120,KIA MOTORS,SELTOS ,SELTOS G 1.4 TURBO GTX DCT AT GDI,1353,5,Petrol,23826
8121,KIA MOTORS,SELTOS ,SELTOS G 1.4 TURBO GTX PLUS GDI,1353,5,Petrol,23827
8122,M & M,SUPRO ,SUPRO ZX 10STR,909,10,Diesel,23829
8123,M & M,E ,E SUPRO 10 STR,25,10,Electric,23837
8124,Renault,TRIBER ,TRIBER 1.0 RXZ,999,7,Petrol,23842
8125,M & M,SCORPIO ,SCORPIO GETAWAY 4WD,2179,5,Diesel,23845
8126,M & M,BOLERO ,BOLERO LX 4WD 7 STR,2523,7,Diesel,23846
8127,Renault,TRIBER ,TRIBER 1.0 RXE,999,7,Petrol,23848
8128,Renault,TRIBER ,TRIBER 1.0 RXL,999,7,Petrol,23849
8129,Renault,TRIBER ,TRIBER 1.0 RXT,999,7,Petrol,23850
8130,HYUNDAI,SANTRO ,SANTRO 1.1 ERA EXECUTIVE,1086,5,Petrol,23865
8131,HYUNDAI,XCENT ,XCENT PRIME 1.2 T PLUS CRDI,1197,5,Diesel,23866
8132,AUDI,A6 ,A6 35 TDI MATRIX,1968,5,Diesel,23867
8133,MARUTI,ALTO ,ALTO K10 VXI AMT,998,5,Petrol,23873
8134,FORD,FREESTYLE ,FREESTYLE 1.5 TREND PLUS,1498,5,Diesel,23875
8135,VOLKSWAGEN,VENTO ,VENTO 1.2 TSI COMFORTLINE AT,1197,5,Petrol,23876
8136,TOYOTA,COROLLA ,COROLLA ALTIS 1.8 AERO LTD,1798,5,Petrol,23879
8137,TOYOTA,COROLLA ,COROLLA ALTIS 1.4 AERO LTD,1364,5,Diesel,23880
8138,Tata Motors,INDICA ,INDICA VISTA LX QUADRAJET,1248,5,Diesel,23881
8139,M & M,WDW501 ,WDW501 DSL 4WD MT HIGH OPT HT,2182,4,Diesel,23905
8140,HYUNDAI,TUCSON ,TUCSON GL OPTION AT,1999,5,Petrol,23912
8141,M & M,W501 ,W501 DSL 4WD MT BASE ST BLACK,2182,6,Diesel,23916
8142,HYUNDAI,GRAND ,GRAND I10 1.2 ERA CRDI,1186,5,Diesel,23918
8143,NISSAN,KICKS ,KICKS XE 1.5 D,1461,5,Diesel,23921
8144,HONDA,JAZZ ,JAZZ X,1198,5,Petrol,23940
8145,MARUTI,CIAZ ,CIAZ RS ZXI PLUS,1373,5,Petrol,23954
8146,BMW,X5 ,X5 XDRIVE 30D,2993,7,Diesel,23956
8147,BMW,730LD ,730LD DPE SIGNATURE,2993,5,Diesel,23959
8148,MERCEDES BENZ,E ,E 250 CDI AVANTGRADE,2143,5,Diesel,23992
8149,HYUNDAI,TUCSON ,TUCSON 2.0 GL OPTION AT E-VGT,1995,5,Diesel,23993
8150,M & M,SUPRO ,SUPRO MINIVAN 10 STR,909,10,Diesel,24004
8151,HONDA,AMAZE ,AMAZE 1.2 S OPTION CVT I VTEC,1199,5,Petrol,24010
8152,KIA MOTORS,SELTOS ,SELTOS G 1.4 TURBO GTX PLUS DCT AT GDI,1353,5,Petrol,24013
8153,KIA MOTORS,SELTOS ,SELTOS G 1.5 GTX PLUS AT CRDI,1493,5,Diesel,24014
8154,MARUTI,S ,S CROSS 1.3 DELTA,1248,5,Diesel,24017
8155,CHEVROLET,CAPTIVA ,CAPTIVA 2.0 LTZ AWD AT,1991,7,Diesel,24024
8156,CHEVROLET,BEAT ,BEAT 1.2 LS LPG,1199,5,Petrol,24026
8157,CHEVROLET,BEAT ,BEAT 1.2 LT LPG,1199,5,Petrol,24027
8158,CHEVROLET,BEAT ,BEAT 1.0 LT OPTION,936,5,Diesel,24028
8159,CHEVROLET,AVEO ,AVEO 1.6 LT OPTION,1598,5,Diesel,24029
8160,CHEVROLET,AVEO ,AVEO 1.4 CNG 5 STR,1399,5,Petrol,24030
8161,CHEVROLET,OPTRA ,OPTRA 1.8 LT AT 5 STR,1799,5,Petrol,24031
8162,MARUTI,S-PRESSO ,S-PRESSO 1.0 STD,998,5,Petrol,24036
8163,MARUTI,S-PRESSO ,S-PRESSO 1.0 STD OPTION,998,5,Petrol,24037
8164,MARUTI,S-PRESSO ,S-PRESSO 1.0 LXI,998,5,Petrol,24038
8165,MARUTI,S-PRESSO ,S-PRESSO 1.0 LXI OPTION,998,5,Petrol,24039
8166,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI,998,5,Petrol,24040
8167,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI AGS,998,5,Petrol,24041
8168,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI OPTION,998,5,Petrol,24042
8169,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI OPTION AGS,998,5,Petrol,24043
8170,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI PLUS,998,5,Petrol,24044
8171,MARUTI,S-PRESSO ,S-PRESSO 1.0 VXI PLUS AGS,998,5,Petrol,24045
8172,ISUZU MOTORS LTD,D ,D MAX V CROSS HIGH AT,2499,5,Diesel,24047
8173,FIAT,LINEA ,LINEA CLASSIC PLUS 1.3 MULTIJET,1248,5,Diesel,24051
8174,FIAT,PALIO ,PALIO ADVENTURE 1.9 DIESEL,1910,5,Diesel,24052
8175,FIAT,LINEA ,LINEA 1.4 T-JET,1368,5,Petrol,24053
8176,FIAT,PALIO ,PALIO ADVENTURE 1.6 PETROL,1596,5,Petrol,24054
8177,FORD,FIESTA ,FIESTA 1.5 STYLE AT PETROL,1499,5,Petrol,24055
8178,FORD,FIESTA ,FIESTA 1.5 TITANIUM PLUS PETROL,1499,5,Petrol,24056
8179,FORD,FIESTA ,FIESTA 1.5 TITANIUM PLUS AT PETROL,1498,5,Petrol,24057
8180,FORD,FIESTA ,FIESTA 1.5 TITANIUM PLUS DIESEL,1498,5,Diesel,24058
8181,FORD,ENDEAVOUR ,ENDEAVOUR 3.0 THUNDER PLUS 4X4,2953,7,Diesel,24059
8182,FORD,ENDEAVOUR ,ENDEAVOUR 3.0 4X2 AT,2953,7,Diesel,24060
8183,FORD,ENDEAVOUR ,ENDEAVOUR 3.0 4X4 AT,2953,7,Diesel,24061
8184,FORD,ECOSPORT ,ECOSPORT 1.0 ECOBOOST TITANIUM OPTION,999,5,Petrol,24066
8185,SKODA,OCTAVIA ,OCTAVIA ONYX 1.8 TSI DSG,1798,5,Petrol,24084
8186,SKODA,OCTAVIA ,OCTAVIA ONYX 2.0 TDI DSG,1968,5,Diesel,24085
8187,SKODA,KODIAQ ,KODIAQ SCOUT 2.0 TDI DSG,1968,7,Diesel,24086
8188,Tata Motors,TIGOR ,TIGOR EV XE PLUS,30,5,Electric,24087
8189,Tata Motors,TIGOR ,TIGOR EV XM PLUS,30,5,Electric,24088
8190,Tata Motors,TIGOR ,TIGOR EV XT PLUS,30,5,Electric,24089
8191,FORD,FIESTA ,FIESTA EXI 1.4 DURASPORT,1388,5,Petrol,24094
8192,HONDA,AMAZE ,AMAZE 1.2 S PLUS I-VTEC,1198,5,Petrol,24096
8193,HONDA,CIVIC ,CIVIC 1.8 S AT I-VTEC,1799,5,Petrol,24097
8194,HONDA,CITY ,CITY 1.5 GXI CVT I-VTEC,1493,5,Petrol,24099
8195,HONDA,CITY ,CITY 1.5 EXI AT I-VTEC,1493,5,Petrol,24100
8196,HONDA,CITY ,CITY 1.5 EXI-S I-VTEC,1497,5,Petrol,24101
8197,FORD,ECOSPORT ,ECOSPORT 1.5 TDCI TITANIUM SIGNATURE,1498,5,Diesel,24102
8198,HONDA,BRIO ,BRIO 1.2 S OPTION I-VTEC,1198,5,Petrol,24103
8199,HONDA,BRIO ,BRIO 1.2 S OPTION AT I-VTEC,1198,5,Petrol,24104
8200,HYUNDAI,SANTA ,SANTA FE 2.2 AT,2199,7,Diesel,24112
8201,HYUNDAI,SANTRO ,SANTRO XING GL PLUS,1086,5,Petrol,24113
8202,HYUNDAI,SANTRO ,SANTRO XING GLS AT,1086,5,Petrol,24114
8203,FORD,ECOSPORT ,ECOSPORT 1.5 TI VCT TITANIUM PLUS AT,1497,5,Petrol,24115
8204,HYUNDAI,I10 ,I10 1.1 MAGNA OPTION VTVT,1086,5,Petrol,24116
8205,FORD,ECOSPORT ,ECOSPORT 1.5 TI VCT TITANIUM PLUS,1497,5,Petrol,24117
8206,HYUNDAI,I10 ,I10 1.1 SPORTZ LPG,1086,5,Petrol,24118
8207,HYUNDAI,I10 ,I10 1.1 ERA LPG,1086,5,Petrol,24119
8208,HYUNDAI,I10 ,I10 1.2 SPORTZ OPTION VTVT,1197,5,Petrol,24120
8209,HYUNDAI,EON ,EON DLITE PLUS LPG,814,5,Petrol,24121
8210,HYUNDAI,EON ,EON ERA PLUS LPG,814,5,Petrol,24122
8211,HYUNDAI,EON ,EON MAGNA PLUS LPG,814,5,Petrol,24123
8212,HYUNDAI,I10 ,I10 1.2 SPORTZ AT,1197,5,Petrol,24124
8213,MARUTI,ERTIGA ,ERTIGA LDI OPTION,1248,7,Diesel,24125
8214,MARUTI,CELERIO ,CELERIO ZDI OPTION,793,5,Diesel,24126
8215,MARUTI,SX4 ,SX4 ZXI OPTION,1586,5,Petrol,24127
8216,MARUTI,SX4 ,SX4 ZDI OPTION,1248,5,Diesel,24128
8217,MARUTI,STINGRAY ,STINGRAY VXI OPTION,998,5,Petrol,24129
8218,SKODA,OCTAVIA ,OCTAVIA 2.0 RS AT TSI,1984,5,Petrol,24130
8219,SKODA,RAPID ,RAPID 1.6 ULTIMA AMBITION PLUS AT MPI,1598,5,Petrol,24132
8220,SKODA,RAPID ,RAPID 1.6 ULTIMA AMBITION PLUS MPI,1598,5,Petrol,24133
8221,SKODA,RAPID ,RAPID 1.6 ULTIMA AMBITION PLUS TDI,1598,5,Diesel,24134
8222,SKODA,RAPID ,RAPID 1.6 ELEGANCE PLUS AT MPI,1598,5,Petrol,24135
8223,SKODA,RAPID ,RAPID 1.6 ELEGANCE PLUS MPI,1598,5,Petrol,24136
8224,SKODA,RAPID ,RAPID 1.6 ULTIMA ELEGANCE MPI,1598,5,Petrol,24137
8225,SKODA,RAPID ,RAPID 1.6 ULTIMA ELEGANCE TDI,1598,5,Diesel,24138
8226,SKODA,RAPID ,RAPID 1.6 ULTIMA ELEGANCE AT MPI,1598,5,Petrol,24140
8227,ISUZU MOTORS LTD,D-MAX ,D-MAX S-CAB HI-RIDE,2499,5,Diesel,24142
8228,Renault,DUSTER ,DUSTER 85PS RXL DIESEL,1461,5,Diesel,24144
8229,FORD,ECOSPORT ,ECOSPORT 1.5 TITANIUM PLUS AT,1497,5,Petrol,24147
8230,FORD,ECOSPORT ,ECOSPORT 1.5 TITANIUM PLUS,1497,5,Petrol,24148
8231,M & M,BOLERO ,BOLERO SLX 4WD 7STR,2523,7,Diesel,24160
8232,M & M,W501 ,W501 GSL 4WD AT HIGH MNS HT,2197,4,Petrol,24163
8233,M & M,W501 ,W501 GSL 4WD MT HIGH OPT HT BLACK,1497,7,Petrol,24164
8234,HYUNDAI,SANTRO ,SANTRO XING GLS LPG,1086,5,Petrol,24173
8235,M & M,W501 ,W501 DSL 4WD AT HIGH MNS HT,2182,4,Diesel,24177
8236,M & M,W501 ,W501 GSL 4WD MT HIGH OPT HT,1997,4,Petrol,24191
8237,MARUTI,WAGON ,WAGON R 1.0 LXI CNG,998,5,Petrol,24199
8238,DATSUN,GO ,GO A OPTION,1198,5,Petrol,24200
8239,M & M,KUV100 ,KUV100 NXT TRIP 6STR D,1197,6,Diesel,24211
8240,NISSAN,EVALIA ,EVALIA XV OPTION,1461,8,Diesel,24225
8241,M & M,E2O ,E2O PLUS P2,19,4,Electric,24248
8242,HYUNDAI,CRETA ,CRETA 1.6 E PLUS VGT CRDI,1582,5,Diesel,24252
8243,SKODA,RAPID ,RAPID 1.6 MPI RIDER LIMITED EDITION,1598,5,Petrol,24253
8244,HYUNDAI,CRETA ,CRETA 1.6 SX SPORTS EDITION VTVT,1591,5,Petrol,24265
8245,HYUNDAI,CRETA ,CRETA 1.6 SX SPORTS EDITION CRDI,1582,5,Diesel,24266
8246,ASHOK LEYLAND,STILE ,STILE LE 7STR,1461,7,Diesel,24267
8247,Renault,DUSTER ,DUSTER RXE PETROL 5STR,1498,5,Petrol,24273
8248,SKODA,OCTAVIA ,OCTAVIA STYLE 2.0 TDI MT,1968,5,Diesel,24277
8249,Tata Motors,TIGOR ,TIGOR XZA PLUS 1.2 REVOTRON AMT,1199,5,Petrol,24279
8250,Renault,KWID ,KWID CLIMBER 1.0 OPTIONAL AMT,999,5,Petrol,24285
8251,MARUTI,CELERIO ,CELERIO VXI CNG,998,5,Petrol,24286
8252,FORD,ECOSPORT ,ECOSPORT 1.5 TITANIUM PLUS SPORTS,1498,5,Diesel,24287
8253,FORD,FIGO ,FIGO 1.2 TI-VCT TREND,1196,5,Petrol,24303
8254,MARUTI,CIAZ ,CIAZ 1.4 S MT,1373,5,Petrol,24305
8255,HYUNDAI,CRETA ,CRETA 1.6 EX CRDI VGT,1582,5,Diesel,24318
8256,MARUTI,ERTIGA ,ERTIGA TOUR M DIESEL,1498,7,Diesel,24321
8257,FORD,ECOSPORT ,ECOSPORT 1.5 TITANIUM TI VCT,1497,5,Petrol,24335
8258,Renault,KWID ,KWID CLIMBER 1.0 OPTION,999,5,Petrol,24336
8259,HYUNDAI,VENUE ,VENUE 1.0 SX DCT GDI VTVT,998,5,Petrol,24345
8260,HYUNDAI,XCENT ,XCENT VTVT PRIME T PLUS,1197,5,Petrol,24353
8261,FORD,FIGO ,FIGO ASPIRE 1.2 TREND PLUS CNG,1194,5,Petrol,24354
8262,M & M,W501 ,W501 DSL 4WD MT HIGH OPT HT,2182,6,Diesel,24359
8263,DATSUN,GO ,GO PLUS A OPTION,1198,7,Petrol,24366
8264,JEEP,COMPASS ,COMPASS LIMITED OPTION 1.4 AT,1368,5,Petrol,24370
8265,MERCEDES BENZ,S ,S 350D,2987,5,Diesel,24372
8266,M & M,SCORPIO ,SCORPIO 2.2 VLX 4WD,2179,7,Diesel,24383
8267,M & M,SCORPIO ,SCORPIO TURBO 2.6 SLX 5 STR,2609,5,Diesel,24388
8268,M & M,SCORPIO ,SCORPIO TURBO 2.6 SLX 4WD 5 STR,2609,5,Diesel,24389
8269,M & M,XUV ,XUV 300 1.5 W6 AMT,1497,5,Diesel,24395
8270,Tata Motors,NEXON ,NEXON 1.5 KRAZ PLUS AMT,1497,5,Diesel,24409
8271,Tata Motors,NEXON ,NEXON 1.2 KRAZ PLUS AMT,1198,5,Petrol,24410
8272,FORCE MOTOR LTD,GURKHA ,GURKHA XPLORER,2596,6,Diesel,24415
8273,CHEVROLET,SPARK ,SPARK 1.0 LS LPG,995,5,Petrol,24433
8274,VOLKSWAGEN,AMEO ,AMEO 1.2 MPI COMFORTLINE PLUS,1198,5,Petrol,24445
8275,M & M,W501 ,W501 GSL 4WD MT MID CT ORANGE,1997,4,Petrol,24452
8276,M & M,W501 ,W501 DSL 4WD AT HIGH MNS HT ORANGE,2182,4,Diesel,24453
8277,M & M,REVA-I ,REVA-I AC,13,4,Electric,24454
8278,M & M,REVA-I ,REVA-I CLASSE,13,4,Electric,24455
8279,M & M,REVA-I ,REVA-I STANDARD,13,4,Electric,24456
8280,Tata Motors,NANO ,NANO GENX XE,624,4,Petrol,24459
8281,Tata Motors,NANO ,NANO GENX XM,624,4,Petrol,24460
8282,Tata Motors,NANO ,NANO GENX XT,624,4,Petrol,24461
8283,Tata Motors,NANO ,NANO GENX XMA,624,4,Petrol,24462
8284,Tata Motors,NANO ,NANO GENX XTA,624,4,Petrol,24463
8285,TOYOTA,CAMRY ,CAMRY W2 AT,2362,5,Petrol,24464
8286,TOYOTA,CAMRY ,CAMRY W4 AT,2362,5,Petrol,24466
8287,TOYOTA,COROLLA ,COROLLA ALTIS 1.8 JS,1798,5,Petrol,24467
8288,TOYOTA,INNOVA ,INNOVA 2.0 VX 7STR,1998,7,Petrol,24468
8289,MARUTI,CELERIO ,CELERIO TOUR H2 CNG,998,5,Petrol,24491
8290,M & M,W501 ,W501 DSL 4WD MT MID OPT HT,2182,4,Diesel,24497
8291,HYUNDAI,XCENT ,XCENT PRIME 1.2 T CRDI,1186,5,Diesel,24582
8292,MARUTI,ALTO ,ALTO 800 VXI PLUS,796,5,Petrol,24585
8293,DATSUN,GO ,GO PLUS T OPTION CVT,1198,7,Petrol,24610
8294,DATSUN,GO ,GO T OPTION CVT,1198,5,Petrol,24611
8295,DATSUN,GO ,GO PLUS T CVT,1198,7,Petrol,24612
8296,DATSUN,GO ,GO T CVT,1198,5,Petrol,24613
8297,FORD,ASPIRE ,ASPIRE 1.2 TITANIUM BLU,1194,5,Petrol,24621
8298,HYUNDAI,AURA ,AURA 1.2 E VTVT,1197,5,Petrol,24628
8299,HYUNDAI,AURA ,AURA 1.2 S VTVT,1197,5,Petrol,24629
8300,HYUNDAI,AURA ,AURA 1.2 SX VTVT,1197,5,Petrol,24630
8301,HYUNDAI,AURA ,AURA 1.2 SX OPTION VTVT,1197,5,Petrol,24631
8302,HYUNDAI,AURA ,AURA 1.2 S AMT VTVT,1197,5,Petrol,24632
8303,HYUNDAI,AURA ,AURA 1.2 SX PLUS AMT VTVT,1197,5,Petrol,24633
8304,HYUNDAI,AURA ,AURA 1.2 S CNG,1197,5,Petrol,24634
8305,HYUNDAI,AURA ,AURA 1.0 SX PLUS TURBO GDI,998,5,Petrol,24635
8306,HYUNDAI,AURA ,AURA 1.2 S CRDI,1186,5,Diesel,24636
8307,HYUNDAI,AURA ,AURA 1.2 SX OPTION CRDI,1186,5,Diesel,24637
8308,HYUNDAI,AURA ,AURA 1.2 S AMT CRDI,1186,5,Diesel,24638
8309,HYUNDAI,AURA ,AURA 1.2 SX PLUS AMT CRDI,1186,5,Diesel,24639
8310,JEEP,COMPASS ,COMPASS LIMITED 2.0 4X4 OPTION AT,1956,5,Diesel,24640
8311,JEEP,COMPASS ,COMPASS LONGITUDE PLUS 2.0 4X4 AT,1956,5,Diesel,24641
8312,Tata Motors,ALTROZ ,ALTROZ 1.2 XE REVOTRON,1199,5,Petrol,24647
8313,Tata Motors,ALTROZ ,ALTROZ 1.2 XM REVOTRON,1199,5,Petrol,24648
8314,Tata Motors,ALTROZ ,ALTROZ 1.2 XT REVOTRON,1199,5,Petrol,24649
8315,Tata Motors,ALTROZ ,ALTROZ 1.2 XZ REVOTRON,1199,5,Petrol,24650
8316,Tata Motors,ALTROZ ,ALTROZ 1.2 XZ OPTION REVOTRON,1199,5,Petrol,24651
8317,Tata Motors,ALTROZ ,ALTROZ 1.5 XE REVOTORQ,1497,5,Diesel,24652
8318,Tata Motors,ALTROZ ,ALTROZ 1.5 XM REVOTORQ,1497,5,Diesel,24653
8319,Tata Motors,ALTROZ ,ALTROZ 1.5 XT REVOTORQ,1497,5,Diesel,24654
8320,Tata Motors,ALTROZ ,ALTROZ 1.5 XZ REVOTORQ,1497,5,Diesel,24655
8321,Tata Motors,ALTROZ ,ALTROZ 1.5 XZ OPTION REVOTORQ,1497,5,Diesel,24656
8322,MORRIS GARAGES,ZS ,ZS EV EXCITE,105,5,Electric,24658
